RegionName,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023
"Bloomington, IN",1240.138799,1251.393551,1248.026734,1244.357848,1258.267807,1281.053646,1297.95354,1304.768284,1300.525282,1292.332145,1280.593357,1274.81188,1287.053457,1281.518833,1294.959432,1282.703876,1306.611524,1315.776827,1338.798484,1333.627542,1335.402096,1330.848504,1330.050013,1331.076432,1336.862013,1354.171584,1353.326973,1351.29485,1360.894748,1376.409748,1395.154039,1394.502404,1399.779594,1409.232672,1419.765578,1418.458286,1425.871785,1426.792897,1434.831071,1427.178599,1436.130756,1443.649361,1451.905439,1448.106868,1453.542021,1456.819553,1461.839211,1458.494491,1464.779234,1466.77031,1477.196136,1480.082018,1500.546849,1508.140813,1514.020864,1512.022039,1526.387177,1531.102455,1540.600287,1538.250075,1551.105254,1558.438685,1566.027535,1598.107816,1629.188746,1654.450096,1654.662957,1639.634193,1642.35365,1656.207394,1701.689061,1734.524466,1754.061315,1758.036641,1794.279943,1833.371819,1839.426492,1817.210162,1794.033041,1797.33222,1792.642379,1788.86042,1792.578148,1811.663758,1824.113339,1828.790046,1835.552854,1845.741213,1861.867048,1872.675019
